YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
3241,19.9,13.4,13.3,29.5,59.8,258.6,284.6,257.7,176.8,61.1,22.8,12.7,1210.2,33.3,102.6,977.7,96.6,1
3242,18.0,12.1,28.0,60.8,47.6,180.6,392.4,272.6,261.0,114.0,37.1,13.4,1437.7,30.1,136.4,1106.6,164.6,1
3243,23.2,35.7,27.4,43.5,48.6,182.9,263.8,379.2,297.8,136.1,38.1,15.1,1491.3,58.9,119.4,1123.7,189.3,1
3244,32.3,2.8,27.0,38.7,62.8,176.0,362.6,298.3,184.3,8.3,37.6,21.2,1252.0,35.1,128.6,1021.2,67.1,1
3245,29.4,44.5,30.6,54.6,65.1,273.0,238.6,318.5,162.0,60.4,36.0,23.1,1335.8,73.9,150.3,992.0,119.5,1
3246,0.2,33.6,31.4,28.7,49.2,154.7,348.1,298.7,121.5,82.9,20.2,0.7,1169.8,33.8,109.3,923.0,103.8,1
3247,0.0,37.3,22.2,37.4,54.4,173.4,295.1,295.7,173.9,48.6,29.7,12.9,1180.6,37.3,114.0,938.2,91.2,1
3248,29.2,15.5,52.9,47.7,99.6,255.5,319.6,301.1,194.3,50.7,33.6,29.5,1429.3,44.7,200.2,1070.5,113.9,1
3249,1.6,19.9,8.9,34.0,100.8,183.1,295.5,148.6,295.6,100.0,36.9,1.5,1226.5,21.5,143.7,922.8,138.5,1
3250,15.3,1.9,17.0,59.7,69.1,237.5,339.9,263.0,122.7,142.1,31.7,16.8,1316.8,17.2,145.8,963.1,190.6,1
3251,4.0,14.7,80.0,86.1,24.4,124.9,115.3,359.0,193.1,4.8,47.6,14.1,1068.0,18.6,190.6,792.3,66.5,1
3252,0.0,28.9,11.3,28.4,77.1,163.7,195.6,548.1,95.7,75.5,34.9,9.8,1268.9,28.9,116.8,1003.1,120.2,1
3253,24.5,40.1,5.6,8.4,105.5,256.6,324.2,198.1,167.8,99.6,37.0,33.5,1301.0,64.6,119.5,946.8,170.1,1
3254,27.1,6.5,43.2,1.0,100.4,137.8,152.0,308.8,206.2,111.6,25.3,16.4,1136.3,33.6,144.5,804.7,153.4,0
3255,11.1,16.9,0.0,41.7,82.6,166.7,257.9,241.2,216.7,94.1,12.0,32.6,1173.3,28.0,124.3,882.4,138.7,1
3256,0.0,19.9,25.8,30.4,101.8,189.1,291.2,419.2,220.6,148.9,36.1,16.1,1499.1,19.9,158.0,1120.2,201.1,1
3257,11.4,2.5,68.6,49.6,63.5,120.6,237.0,187.9,210.7,83.1,57.1,21.1,1113.1,13.9,181.7,756.2,161.3,1
3258,22.7,30.3,2.2,47.9,79.6,152.2,246.6,322.5,220.2,131.9,41.9,9.7,1307.6,53.0,129.7,941.5,183.4,1
3259,0.3,11.9,0.0,9.7,42.9,181.2,314.0,184.3,192.4,57.4,16.7,9.8,1020.5,12.1,52.7,871.9,83.9,0
3260,20.2,19.3,3.0,5.1,70.2,177.6,365.7,258.3,135.5,84.2,49.3,20.5,1208.8,39.5,78.3,937.1,154.0,1
3261,17.8,15.7,46.2,51.5,99.2,245.4,227.9,277.7,93.7,35.9,26.3,20.7,1158.0,33.5,196.9,844.7,82.9,0
3262,25.0,10.9,50.2,48.0,45.5,259.8,254.7,352.7,161.6,116.2,47.3,22.6,1394.6,35.9,143.7,1028.8,186.1,1
3263,19.4,21.9,20.8,35.6,37.9,127.9,243.8,206.8,183.0,77.4,25.6,20.1,1020.3,41.3,94.3,761.5,123.2,0
3264,6.3,19.0,42.3,8.5,64.7,181.1,125.5,325.1,255.2,95.6,40.1,1.3,1164.8,25.3,115.6,886.9,137.0,1
3265,32.4,16.8,55.0,55.4,55.7,212.1,304.9,281.3,184.8,70.1,22.6,7.1,1298.1,49.2,166.0,983.0,99.9,1
3266,16.1,11.8,62.2,73.0,80.2,258.4,360.4,298.5,179.8,104.3,23.1,25.3,1493.2,27.9,215.3,1097.2,152.8,1
3267,17.7,26.5,25.6,51.1,49.3,214.5,366.2,345.2,210.0,97.1,1.7,0.0,1404.8,44.1,126.0,1135.9,98.8,1
3268,6.8,45.2,0.0,26.4,110.1,191.0,234.0,192.8,176.0,44.2,43.2,19.2,1088.9,52.0,136.5,793.8,106.7,1
3269,12.7,24.0,15.2,46.0,25.9,211.7,207.4,335.1,232.1,46.4,40.4,14.8,1211.6,36.6,87.1,986.3,101.6,1
3270,7.4,35.9,22.3,14.9,97.1,212.1,296.5,241.3,292.9,80.9,41.5,25.3,1368.3,43.3,134.4,1042.8,147.8,1
3271,15.9,2.5,25.3,68.3,40.6,124.0,353.0,354.5,303.9,107.1,38.5,20.6,1454.3,18.5,134.2,1135.5,166.2,1
3272,38.5,24.2,26.6,46.8,11.7,185.6,305.8,302.7,195.0,152.8,17.8,8.7,1316.4,62.7,85.1,989.2,179.2,1
3273,1.5,6.6,50.1,6.1,68.7,255.3,315.3,265.8,207.5,93.5,52.3,8.2,1330.9,8.2,124.9,1043.8,154.0,1
3274,0.0,1.3,52.9,38.4,54.9,163.6,374.9,239.9,272.1,120.3,52.9,10.2,1381.4,1.3,146.2,1050.5,183.4,1
3275,35.7,11.6,26.9,55.2,30.9,182.1,243.3,336.0,182.2,20.7,17.2,22.4,1164.2,47.3,113.0,943.6,60.3,1
3276,15.5,38.7,49.8,37.7,14.9,161.7,279.6,365.7,225.3,158.5,43.6,0.0,1391.0,54.2,102.4,1032.3,202.1,0
3277,10.0,35.3,36.4,38.9,61.8,47.7,409.4,243.8,131.0,105.0,50.5,17.7,1187.6,45.3,137.1,831.9,173.2,0
3278,30.5,25.4,31.2,18.1,89.3,176.1,281.2,203.0,173.8,80.1,23.6,6.3,1138.6,55.9,138.5,834.1,110.0,1
3279,10.7,0.5,46.3,57.5,78.4,191.6,206.3,327.2,250.1,75.7,27.1,18.1,1289.6,11.3,182.2,975.2,120.9,1
3280,39.9,19.3,31.3,30.7,63.6,146.8,248.1,181.5,152.7,39.9,43.7,19.8,1017.3,59.2,125.6,729.1,103.4,0
3281,26.1,26.2,67.0,0.0,75.4,111.5,229.3,191.2,183.3,50.8,2.8,0.0,963.8,52.4,142.4,715.4,53.6,0
3282,12.1,24.5,4.1,36.8,61.2,126.6,320.0,207.7,108.1,154.6,11.2,13.5,1080.6,36.6,102.2,762.4,179.3,1
3283,43.9,0.0,20.7,66.6,22.0,217.0,232.3,251.7,294.3,44.4,13.2,17.7,1223.9,43.9,109.3,995.4,75.3,1
3284,10.7,9.5,27.7,36.5,22.2,283.5,314.0,189.1,255.7,43.7,0.0,17.0,1209.6,20.3,86.4,1042.3,60.7,1
3285,26.9,21.1,37.9,83.2,56.3,251.0,243.5,148.2,199.8,55.3,54.7,14.7,1192.6,48.0,177.5,842.5,124.7,1
3286,21.6,29.5,52.8,54.4,57.5,101.1,146.4,202.8,216.4,36.5,0.0,2.6,921.5,51.1,164.8,666.6,39.0,0
3287,33.6,0.0,29.6,52.5,85.8,222.0,316.5,323.7,210.6,82.6,39.9,4.2,1400.9,33.6,167.8,1072.7,126.7,1
3288,36.7,19.7,4.4,42.2,83.2,138.5,305.4,193.5,262.0,123.4,49.2,0.8,1259.1,56.5,129.8,899.4,173.5,1
3289,18.4,24.0,45.2,43.5,78.9,143.0,331.2,256.9,163.0,58.8,27.1,22.1,1212.1,42.4,167.6,894.1,108.0,1
3290,9.0,33.9,43.6,39.2,54.2,149.6,247.9,412.4,228.1,29.8,19.6,14.7,1281.9,42.9,136.9,1037.9,64.2,1
3291,23.5,31.7,0.0,38.4,23.3,213.8,240.4,276.7,246.0,93.1,37.7,15.4,1240.0,55.2,61.7,976.9,146.2,1
3292,9.9,30.2,29.9,56.7,73.5,227.8,323.1,303.3,253.2,79.9,33.0,0.0,1420.4,40.0,160.1,1107.4,112.9,1
3293,42.2,10.8,1.4,24.4,76.7,169.6,401.3,215.7,72.5,120.1,53.1,15.6,1203.4,53.0,102.5,859.1,188.8,1
3294,19.6,0.0,18.0,21.3,0.0,170.5,295.8,427.1,158.8,64.7,0.0,23.0,1199.0,19.6,39.4,1052.3,87.7,1
3295,13.6,16.5,13.7,20.3,38.6,200.5,324.7,243.2,137.0,72.1,14.6,0.0,1095.0,30.1,72.7,905.5,86.7,1
3296,20.2,36.0,44.6,90.0,42.7,206.2,272.5,264.5,197.8,76.3,44.2,10.1,1305.1,56.2,177.2,941.0,130.7,0
3297,1.8,41.5,32.1,56.7,65.3,239.7,186.9,369.6,85.2,85.4,34.0,0.0,1198.2,43.3,154.1,881.4,119.4,1
3298,6.3,31.9,6.9,51.7,39.5,104.4,362.7,267.6,83.6,67.1,48.0,11.4,1081.2,38.3,98.1,818.3,126.5,1
3299,32.4,28.0,45.8,21.7,60.9,176.1,358.6,283.3,302.8,60.9,38.2,6.1,1415.0,60.4,128.5,1120.8,105.3,1
3300,10.1,27.3,4.2,58.7,56.1,116.3,344.8,260.8,222.1,11.7,30.3,20.2,1162.6,37.4,119.0,944.0,62.2,1
3301,5.4,14.2,35.9,42.4,57.5,172.2,282.3,261.3,196.3,60.5,27.0,17.9,1173.0,19.7,135.9,912.1,105.3,1
3302,24.4,20.2,15.3,49.7,41.9,162.6,336.8,305.2,208.9,109.2,79.5,30.2,1384.0,44.6,107.0,1013.5,218.9,1
3303,32.2,45.4,23.4,23.5,44.1,172.4,357.6,317.6,197.6,114.3,63.7,15.4,1407.3,77.6,91.0,1045.2,193.4,1
3304,26.6,8.8,39.1,48.5,31.8,131.0,408.4,236.3,241.9,64.1,42.9,19.7,1299.1,35.4,119.4,1017.5,126.7,1
3305,30.0,44.6,39.4,35.7,72.6,93.2,364.2,227.9,157.1,131.4,34.6,9.9,1240.5,74.6,147.7,842.4,175.8,1
3306,8.9,17.5,54.1,28.2,78.0,59.8,299.5,238.6,199.7,80.9,43.8,3.9,1112.7,26.4,160.2,797.6,128.5,1
3307,0.9,40.6,28.5,61.2,40.4,167.8,203.4,184.7,201.8,31.2,49.5,25.2,1035.2,41.5,130.1,757.7,105.9,1
3308,36.0,2.3,35.5,11.2,104.6,151.3,305.9,171.9,135.6,19.2,41.4,29.7,1044.5,38.3,151.3,764.6,90.3,1
3309,14.1,30.2,22.1,57.4,53.2,137.8,313.0,300.2,256.4,128.3,18.0,23.8,1354.5,44.3,132.7,1007.4,170.0,1
3310,15.0,11.7,33.3,60.1,104.8,247.7,344.6,343.8,166.8,67.8,68.7,17.4,1481.8,26.7,198.2,1103.0,154.0,1
3311,33.9,2.2,37.9,25.6,44.0,127.7,389.8,339.2,242.9,35.9,37.9,5.3,1322.4,36.1,107.6,1099.6,79.1,1
3312,24.7,25.1,28.2,27.0,5.3,252.9,288.3,118.0,196.0,0.0,73.3,28.6,1067.3,49.7,60.4,855.3,101.8,1
3313,23.5,36.1,0.0,40.1,73.3,264.3,442.1,263.3,274.9,67.0,36.7,22.4,1543.7,59.6,113.4,1244.7,126.1,1
3314,44.0,10.2,36.0,51.2,69.0,67.7,171.8,205.1,135.8,97.4,28.1,38.3,954.5,54.2,156.1,580.5,163.7,1
3315,10.3,1.0,36.6,41.6,63.0,180.1,324.4,289.8,133.6,55.5,60.7,3.3,1199.7,11.3,141.2,927.8,119.5,1
3316,29.1,20.7,17.8,54.5,44.0,153.0,239.1,251.6,142.9,42.0,39.0,25.5,1059.3,49.8,116.3,786.6,106.5,1
3317,18.7,20.8,6.9,83.8,61.0,14.9,161.5,320.3,196.9,61.1,35.7,22.0,1003.5,39.5,151.7,693.5,118.8,0
3318,21.2,29.7,56.6,33.8,47.7,95.5,280.9,278.7,270.2,129.2,9.0,12.2,1264.7,50.9,138.1,925.3,150.5,1
3319,36.3,35.3,38.8,7.3,53.5,217.6,193.0,151.1,272.8,29.1,46.2,31.0,1112.1,71.6,99.6,834.5,106.3,1
3320,24.1,21.2,25.9,63.2,85.6,286.1,283.7,214.2,69.9,57.6,23.1,20.4,1174.9,45.3,174.6,853.9,101.2,1
3321,24.5,48.0,9.5,82.0,67.2,224.6,297.4,280.4,203.0,128.0,24.0,5.7,1394.4,72.4,158.7,1005.5,157.7,1
3322,30.9,25.1,15.2,53.6,79.1,192.8,373.3,286.1,22.9,100.8,23.2,14.7,1217.8,56.0,147.9,875.2,138.7,1
3323,13.6,17.2,53.4,21.1,55.5,173.8,189.5,184.4,231.3,88.8,41.8,5.6,1076.0,30.8,130.0,779.1,136.2,1
3324,7.9,0.0,32.5,42.3,52.4,267.5,358.6,175.5,248.1,57.4,2.3,10.8,1255.4,7.9,127.2,1049.8,70.5,1
3325,5.5,18.3,20.1,20.4,29.7,293.2,301.9,283.8,187.9,83.2,28.8,23.7,1296.4,23.8,70.2,1066.8,135.7,1
3326,0.0,17.3,39.2,59.1,51.6,142.7,367.0,184.6,194.4,61.6,52.6,26.9,1197.0,17.3,150.0,888.7,141.1,1
3327,42.7,35.4,15.3,15.3,0.0,65.0,264.8,166.5,193.8,49.3,8.1,18.4,874.7,78.1,30.6,690.1,75.9,1
3328,4.8,28.5,57.0,38.4,45.5,59.6,201.7,249.7,149.2,41.0,36.5,7.7,919.6,33.2,140.9,660.3,85.2,1
3329,15.3,5.5,54.4,22.9,59.7,247.7,209.8,246.8,212.4,111.8,20.4,20.2,1226.9,20.8,137.0,916.7,152.4,0
3330,14.7,24.4,21.6,47.8,77.8,172.4,204.6,220.3,178.0,79.7,24.9,24.0,1090.1,39.1,147.2,775.2,128.6,1
3331,21.7,31.4,18.7,36.9,54.5,185.1,328.4,232.1,238.4,94.0,66.1,0.0,1307.3,53.1,110.1,984.0,160.1,1
3332,27.8,43.4,0.0,48.9,71.7,76.5,398.4,280.9,184.1,87.8,0.0,17.3,1236.8,71.2,120.6,939.9,105.0,1
3333,28.3,34.4,3.3,45.5,1.0,133.6,255.5,231.0,145.2,98.8,48.3,13.9,1038.8,62.8,49.8,765.3,161.0,0
3334,11.0,32.7,5.9,23.3,60.4,158.7,339.0,284.8,110.1,72.3,23.4,26.5,1148.2,43.7,89.6,892.7,122.3,1
3335,16.0,22.8,32.4,58.8,15.0,186.4,188.4,254.1,93.1,63.7,22.4,20.2,973.4,38.8,106.2,722.0,106.4,0
3336,21.4,27.4,24.1,43.9,28.2,153.1,307.6,291.4,258.3,51.0,10.8,21.3,1238.5,48.8,96.2,1010.4,83.1,1
3337,15.0,39.5,5.8,23.3,56.8,117.9,341.8,339.7,166.2,28.3,48.1,10.7,1193.0,54.5,85.8,965.7,87.0,1
3338,37.3,3.3,24.9,94.3,97.7,131.8,193.6,337.1,207.6,39.4,29.2,16.0,1212.3,40.6,217.0,870.2,84.6,1
3339,23.9,17.1,39.1,55.5,72.4,241.5,280.7,367.6,282.7,68.1,26.6,26.4,1501.6,41.0,167.0,1172.5,121.1,1
3340,26.8,11.2,39.5,41.6,62.5,188.5,345.1,337.0,160.7,21.1,35.2,15.3,1284.5,38.0,143.6,1031.3,71.6,1
3341,26.0,27.3,0.0,76.1,61.5,208.7,89.6,296.2,157.4,29.5,29.6,17.9,1019.7,53.3,137.6,751.9,77.0,1
3342,32.1,39.2,27.7,85.5,42.0,125.6,388.5,250.5,183.1,121.6,0.0,0.0,1295.8,71.3,155.2,947.7,121.6,1
3343,20.2,13.6,5.1,41.8,46.8,12.5,319.8,253.6,191.5,90.5,23.2,15.2,1033.9,33.8,93.7,777.5,128.9,1
3344,2.4,0.0,46.2,52.6,74.0,146.2,345.2,220.3,288.2,64.8,50.9,0.0,1290.9,2.4,172.8,999.9,115.7,1
3345,22.8,16.2,44.1,23.3,23.2,127.3,266.1,280.3,271.4,168.3,2.9,10.3,1256.3,39.0,90.6,945.2,181.5,1
3346,10.2,34.8,13.8,41.8,78.6,194.2,174.4,327.4,222.3,19.4,11.2,16.7,1144.8,45.0,134.2,918.3,47.3,1
3347,11.7,29.5,16.2,40.6,51.1,355.7,332.4,230.7,265.4,119.1,24.5,24.4,1501.2,41.2,108.0,1184.1,168.0,1
3348,25.0,28.0,21.7,49.1,85.1,213.2,289.2,277.5,180.7,77.8,18.5,5.0,1270.8,53.0,155.9,960.7,101.3,1
3349,32.9,18.1,0.0,52.3,88.9,325.5,297.2,233.9,205.6,111.8,32.4,20.1,1418.8,50.9,141.2,1062.2,164.4,1
3350,18.3,4.1,36.0,57.3,15.2,206.3,371.1,294.2,174.3,86.1,11.1,32.2,1306.3,22.3,108.5,1046.0,129.4,1
3351,21.7,29.2,25.1,50.2,45.7,140.4,348.3,242.6,122.9,10.9,25.2,9.0,1071.2,50.9,121.0,854.2,45.0,1
3352,38.4,10.3,47.5,18.4,38.0,194.1,429.5,229.7,252.6,85.6,32.0,0.0,1376.2,48.7,103.9,1105.9,117.7,1
3353,20.9,52.6,10.2,24.4,11.2,272.9,305.8,233.8,217.6,94.8,46.0,19.2,1309.3,73.5,45.8,1030.1,159.9,1
3354,49.2,30.0,18.9,33.0,33.1,275.6,246.6,314.2,190.9,0.0,57.9,2.9,1252.3,79.2,84.9,1027.4,60.8,1
3355,24.8,13.9,2.9,38.8,130.4,143.4,281.8,273.4,189.9,155.9,27.8,7.0,1289.8,38.7,172.0,888.5,190.6,1
3356,0.0,13.4,11.9,68.1,79.1,188.9,324.1,250.9,111.7,93.8,70.8,26.2,1238.9,13.4,159.1,875.6,190.7,1
3357,27.0,20.7,8.7,19.4,115.7,96.4,366.1,297.8,139.2,107.5,29.3,36.6,1264.5,47.7,143.8,899.4,173.5,1
3358,22.6,18.6,47.9,37.1,85.2,220.4,192.3,251.8,207.5,37.7,49.6,5.0,1175.7,41.2,170.3,872.0,92.3,0
3359,33.5,37.6,17.4,66.0,41.2,260.4,295.6,356.6,162.5,108.2,71.6,7.9,1458.6,71.1,124.6,1075.1,187.8,1
3360,26.1,24.6,32.2,38.4,51.3,177.2,407.7,213.8,178.7,123.4,35.8,11.2,1320.3,50.7,121.9,977.3,170.3,1
3361,16.3,11.8,23.1,55.1,78.5,138.3,278.2,267.3,184.6,91.6,5.5,10.0,1160.3,28.1,156.8,868.3,107.1,1
3362,3.3,48.5,7.1,41.9,74.3,194.8,360.2,184.5,154.5,81.6,34.8,37.3,1222.8,51.8,123.3,894.0,153.7,1
3363,15.5,22.7,27.0,50.6,45.8,198.0,329.5,256.4,139.7,48.0,20.8,10.2,1164.2,38.2,123.5,923.6,79.0,1
3364,7.8,32.8,40.8,40.0,19.7,179.5,361.9,165.8,106.2,73.8,27.5,11.7,1067.4,40.6,100.5,813.3,113.0,1
3365,11.0,13.5,8.3,59.7,154.1,184.8,238.3,330.7,182.4,62.5,72.7,33.8,1351.8,24.5,222.0,936.3,169.0,1
3366,25.1,27.1,44.6,11.0,58.0,165.4,238.6,332.1,222.2,103.7,8.5,22.3,1258.7,52.1,113.6,958.4,134.6,1
3367,38.0,26.4,14.7,37.0,52.9,229.8,296.4,333.3,104.5,49.7,39.0,26.8,1248.6,64.4,104.6,964.1,115.6,1
3368,22.7,0.0,21.3,51.5,65.2,215.5,187.7,282.0,188.7,103.5,15.4,6.0,1159.6,22.7,138.0,873.9,124.9,1
3369,3.6,50.2,39.6,56.7,55.2,120.9,276.1,220.2,204.6,50.1,26.8,10.2,1114.3,53.9,151.5,821.8,87.1,1
3370,23.3,40.1,18.1,77.8,65.4,119.4,312.7,225.6,138.5,72.0,47.9,4.6,1145.5,63.4,161.3,796.2,124.5,1
3371,32.4,16.4,30.7,36.4,98.0,161.0,419.9,384.1,264.0,105.4,39.4,24.8,1612.4,48.8,165.1,1228.9,169.6,1
3372,10.7,6.6,24.3,77.5,58.5,215.5,323.2,377.6,169.9,55.3,28.5,29.5,1377.2,17.3,160.4,1086.3,113.2,1
3373,16.4,26.9,32.3,30.5,29.4,183.1,338.8,288.3,184.7,106.7,20.0,9.4,1266.6,43.3,92.3,995.0,136.1,1
3374,18.2,23.2,0.0,74.2,57.5,139.6,376.5,244.9,181.6,103.0,39.3,12.0,1270.1,41.4,131.7,942.7,154.3,1
3375,8.6,27.0,0.0,63.0,49.0,189.4,227.5,373.1,97.9,71.7,67.2,12.5,1186.7,35.6,112.0,887.8,151.3,1
3376,25.8,24.7,41.1,24.9,101.9,156.8,283.4,232.8,242.5,126.1,15.0,0.0,1274.9,50.5,167.9,915.5,141.1,1
3377,16.5,29.1,48.7,51.8,94.8,223.4,464.8,295.6,140.3,85.0,71.2,8.6,1529.7,45.6,195.2,1124.1,164.8,1
3378,23.0,42.3,13.6,43.9,65.0,193.3,289.5,371.9,177.7,123.9,57.0,24.5,1425.6,65.3,122.5,1032.4,205.4,0
3379,7.4,30.0,25.6,58.8,26.2,157.7,373.2,223.1,221.1,150.2,60.4,6.4,1339.8,37.3,110.6,975.0,216.9,1
3380,12.8,7.3,35.3,40.1,27.7,187.7,362.5,336.4,266.0,72.8,39.2,17.0,1404.7,20.1,103.1,1152.5,129.0,1
3381,26.7,41.1,42.5,38.2,62.4,247.3,191.5,315.4,133.8,106.5,56.4,1.6,1263.5,67.7,143.1,888.1,164.5,1
3382,13.5,45.0,0.0,75.1,71.4,143.7,316.7,277.3,166.8,57.8,12.8,14.4,1194.5,58.5,146.5,904.5,85.0,1
3383,38.7,66.1,14.1,42.8,51.5,197.1,305.3,212.4,261.9,42.8,19.6,9.8,1262.2,104.9,108.4,976.8,72.2,0
3384,13.2,6.3,24.0,63.2,48.6,171.1,318.1,230.7,214.1,74.6,48.3,2.6,1214.7,19.5,135.8,934.1,125.5,1
3385,20.7,25.4,42.7,40.0,45.4,198.5,242.2,299.7,224.9,30.2,38.9,24.7,1233.3,46.1,128.1,965.3,93.8,1
3386,29.2,0.0,75.0,81.7,61.3,139.0,216.8,183.2,135.3,46.4,30.0,25.3,1023.3,29.2,218.0,674.4,101.7,0
3387,1.0,29.7,25.9,30.1,0.0,181.1,261.7,288.9,170.3,104.5,0.0,5.3,1098.4,30.7,56.0,901.9,109.8,1
3388,0.0,14.3,4.7,31.5,31.2,235.9,288.2,316.8,181.3,62.5,24.3,13.6,1204.2,14.3,67.3,1022.1,100.4,1
3389,0.0,48.9,37.2,78.5,44.4,123.5,377.9,347.0,145.4,109.0,9.5,16.5,1338.0,48.9,160.2,993.8,135.0,1
3390,33.2,11.2,53.8,35.2,95.8,101.9,422.2,184.9,102.9,93.4,42.9,0.0,1177.3,44.3,184.8,811.9,136.2,1
3391,11.4,0.0,31.9,80.2,39.2,104.0,392.8,369.5,163.5,152.3,29.2,0.6,1374.6,11.4,151.4,1029.7,182.2,1
3392,48.7,15.4,13.7,64.6,67.1,110.6,355.2,395.3,260.4,101.9,20.4,30.1,1483.5,64.1,145.4,1121.5,152.5,1
3393,11.2,0.0,47.2,41.6,68.3,207.7,224.7,307.9,193.1,124.3,85.9,4.3,1316.3,11.2,157.2,933.4,214.5,1
3394,20.2,32.5,41.9,5.1,98.3,97.7,266.4,209.4,261.5,97.3,53.8,29.8,1213.9,52.7,145.4,834.9,180.9,1
3395,36.5,0.0,11.5,44.6,97.4,158.6,309.7,257.7,199.3,93.8,54.1,1.2,1264.4,36.5,153.5,925.3,149.2,1
3396,42.1,22.4,36.9,47.2,60.4,209.0,250.7,276.8,150.2,126.3,77.0,23.2,1322.2,64.5,144.5,886.7,226.6,1
3397,42.7,0.0,48.0,70.7,48.7,197.9,335.4,298.4,256.4,107.4,49.0,12.6,1467.2,42.7,167.3,1088.1,169.0,1
3398,32.5,17.5,51.3,79.9,43.4,153.8,345.4,281.5,201.0,90.0,17.6,14.1,1328.1,50.0,174.6,981.8,121.7,1
3399,30.3,45.0,28.8,29.9,55.3,185.5,332.5,299.1,240.0,89.8,15.2,36.4,1387.9,75.3,114.0,1057.2,141.5,1
3400,25.1,27.0,23.6,62.6,49.8,180.9,366.8,273.8,134.4,102.5,52.3,2.2,1301.1,52.2,136.0,955.9,157.0,1
3401,27.3,9.9,52.1,61.8,77.5,162.7,231.7,298.0,244.0,56.5,0.0,22.5,1244.1,37.3,191.4,936.4,79.0,1
3402,11.4,21.6,8.2,68.6,73.8,163.4,360.3,248.7,245.6,54.9,31.4,22.1,1309.9,32.9,150.6,1018.0,108.4,1
3403,8.2,22.3,37.9,56.0,78.6,297.9,246.3,257.0,205.1,136.2,0.0,52.9,1398.3,30.4,172.4,1006.3,189.1,1
3404,18.0,28.6,5.3,2.3,97.3,219.5,229.1,240.8,148.0,152.8,35.0,4.2,1180.9,46.6,104.9,837.5,192.0,1
3405,16.0,2.9,49.2,41.6,114.2,311.4,332.2,410.4,187.6,46.7,50.1,9.1,1571.3,18.8,204.9,1241.7,105.9,1
3406,12.6,30.3,25.4,19.6,65.5,147.7,380.1,379.5,221.8,56.6,38.6,25.0,1402.5,42.9,110.4,1129.1,120.1,1
3407,26.4,0.0,52.8,40.5,92.8,170.3,329.2,317.8,202.2,125.4,51.8,13.8,1422.9,26.4,186.2,1019.4,191.0,1
3408,29.5,13.2,38.8,66.6,52.2,101.7,296.5,370.1,221.3,102.3,72.3,10.9,1375.2,42.6,157.6,989.6,185.5,1
3409,19.1,15.2,8.0,51.7,95.2,130.5,316.7,334.3,242.6,107.7,30.1,26.5,1377.6,34.2,154.9,1024.1,164.4,1
3410,35.7,30.9,55.6,70.3,91.7,279.6,304.5,292.3,156.3,116.1,89.2,13.1,1535.3,66.6,217.6,1032.8,218.3,1
3411,4.3,22.3,57.9,52.5,90.2,146.3,216.2,177.6,129.9,72.9,37.3,6.2,1013.6,26.6,200.7,670.0,116.3,0
3412,15.7,2.3,45.9,16.4,64.6,280.6,208.0,262.2,188.0,94.5,52.0,24.0,1254.3,18.0,127.0,938.8,170.5,0
3413,9.4,8.2,16.3,0.0,43.3,106.6,289.5,257.2,172.9,91.6,20.8,20.1,1035.8,17.6,59.6,826.2,132.5,0
3414,0.0,24.8,24.5,48.3,23.0,117.1,300.6,203.0,230.9,49.4,65.4,12.6,1099.3,24.8,95.7,851.5,127.3,1
3415,17.0,20.9,32.6,40.3,60.9,156.2,295.8,178.9,134.1,94.0,53.8,12.0,1096.6,37.9,133.8,765.1,159.8,0
3416,16.5,13.9,17.3,23.5,104.9,171.5,342.3,313.5,243.1,129.0,62.4,5.9,1444.0,30.4,145.8,1070.4,197.4,1
3417,36.2,15.3,60.5,7.6,53.3,225.8,279.9,302.1,260.4,69.3,34.1,24.0,1368.3,51.4,121.4,1068.1,127.4,1
3418,25.6,31.7,32.6,28.8,84.0,199.8,334.4,200.6,190.0,87.8,7.9,12.0,1235.3,57.3,145.4,924.8,107.7,1
3419,5.7,14.8,0.0,40.7,85.6,152.1,284.9,229.3,193.2,89.9,42.2,7.5,1145.8,20.5,126.4,859.4,139.6,0
3420,40.2,20.8,36.1,59.6,54.1,167.7,422.6,359.0,150.1,71.2,0.0,1.9,1383.2,61.0,149.8,1099.4,73.0,1
3421,32.7,52.4,23.7,49.1,98.9,157.5,300.6,220.3,161.8,107.7,26.3,20.3,1251.3,85.0,171.7,840.2,154.3,1
3422,25.0,2.1,28.7,80.4,0.0,124.7,458.9,291.6,168.8,56.2,36.8,10.4,1283.4,27.1,109.0,1043.9,103.4,1
3423,15.3,0.0,23.4,22.2,27.8,126.2,319.6,267.1,265.0,132.6,80.5,0.0,1279.7,15.3,73.3,977.9,213.2,1
3424,6.5,33.0,44.5,64.4,36.4,231.5,280.0,314.4,186.3,105.8,39.4,2.8,1344.9,39.5,145.3,1012.3,147.9,1
3425,13.5,12.5,50.2,46.0,39.0,74.5,232.0,221.8,121.2,46.4,35.8,13.4,906.4,26.0,135.2,649.5,95.6,0
3426,31.1,17.5,35.1,60.3,71.4,264.0,194.0,286.1,203.3,146.5,31.7,13.7,1354.8,48.6,166.8,947.4,192.0,1
3427,40.6,11.1,23.9,35.4,70.1,156.1,225.6,291.5,233.0,88.4,6.2,13.3,1195.1,51.7,129.4,906.2,107.9,1
